Feature ID	Accession ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.353979.peg.2882	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	439270	437702	-1	-	1569	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases	 	 
fig|6666666.353979.peg.2883	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	442579	439946	-1	-	2634	Alpha-mannosidase (EC 3.2.1.24)	Mannose Metabolism	 	 
fig|6666666.353979.peg.2884	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	444518	442602	-2	-	1917	PTS system, 2-O-alpha-mannosyl-D-glycerate-specific IIA component / PTS system, 2-O-alpha-mannosyl-D-glycerate-specific IIB component / PTS system, 2-O-alpha-mannosyl-D-glycerate-specific IIC component	- none -	 	 
fig|6666666.353979.peg.2885	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	444690	445406	3	+	717	Mannosyl-D-glycerate utilization repressor MngR	- none -	 	 
fig|6666666.353979.peg.2886	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	446220	445465	-3	-	756	N-acetylneuraminic acid outer membrane channel protein NanC	Sialic Acid Metabolism	 	 
fig|6666666.353979.peg.2887	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	446637	447893	3	+	1257	Hexuronate transporter	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|6666666.353979.peg.2888	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	447924	449156	3	+	1233	Putative exported protein precursor	- none -	 	 
fig|6666666.353979.peg.2889	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	449185	451119	1	+	1935	FIG01220424: hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2890	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	451418	451146	-2	-	273	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2891	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	452444	451575	-2	-	870	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	Serine-glyoxylate cycle; <br>TCA Cycle	 	 
fig|6666666.353979.peg.2892	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	453610	452444	-1	-	1167	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	Serine-glyoxylate cycle; <br>TCA Cycle	 	 
fig|6666666.353979.peg.2893	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	454913	453693	-2	-	1221	Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	Dehydrogenase complexes; <br>TCA Cycle	 	 
fig|6666666.353979.peg.2894	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	457735	454928	-1	-	2808	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	Dehydrogenase complexes; <br>TCA Cycle	 	 
fig|6666666.353979.peg.2895	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	458685	457969	-3	-	717	Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	5-FCL-like protein; <br>Serine-glyoxylate cycle; <br>Succinate dehydrogenase; <br>TCA Cycle	 	 
fig|6666666.353979.peg.2896	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	460467	458701	-3	-	1767	Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	Serine-glyoxylate cycle; <br>Succinate dehydrogenase; <br>TCA Cycle	 	 
fig|6666666.353979.peg.2897	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	460814	460467	-2	-	348	Succinate dehydrogenase hydrophobic membrane anchor protein	Succinate dehydrogenase	 	 
fig|6666666.353979.peg.2898	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	461296	460808	-1	-	489	Succinate dehydrogenase cytochrome b-556 subunit	Succinate dehydrogenase	 	 
fig|6666666.353979.peg.2899	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	461852	463135	2	+	1284	Citrate synthase (si) (EC 2.3.3.1)	Glyoxylate bypass; <br>Serine-glyoxylate cycle; <br>TCA Cycle	 	 
fig|6666666.353979.peg.2900	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	464025	463234	-3	-	792	Endonuclease VIII	DNA Repair Base Excision; <br>EC699-706	 	 
fig|6666666.353979.peg.2901	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	464784	464044	-3	-	741	Lactam utilization protein LamB	EC699-706	 	 
fig|6666666.353979.peg.2902	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	465703	464771	-1	-	933	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	EC699-706	 	 
fig|6666666.353979.peg.2903	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	466353	465697	-3	-	657	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	EC699-706	 	 
fig|6666666.353979.peg.2904	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	467114	466368	-2	-	747	FIG137478: Hypothetical protein YbgI	EC699-706	 	 
fig|6666666.353979.peg.2905	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	468534	467122	-3	-	1413	Deoxyribodipyrimidine photolyase (EC 4.1.99.3)	DNA repair, bacterial photolyase; <br>EC699-706	 	 
fig|6666666.353979.peg.2906	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	469346	469140	-2	-	207	FIG01200701: possible membrane protein	- none -	 	 
fig|6666666.353979.peg.2907	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	469590	469745	3	+	156	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2908	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	469745	471424	2	+	1680	Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)	Potassium homeostasis	 	 
fig|6666666.353979.peg.2909	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	471443	473491	2	+	2049	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	Potassium homeostasis	 	 
fig|6666666.353979.peg.2910	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	473504	474079	2	+	576	Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)	Potassium homeostasis	 	 
fig|6666666.353979.peg.2911	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	474080	476767	2	+	2688	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)	Potassium homeostasis	 	 
fig|6666666.353979.peg.2912	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	476764	477441	1	+	678	sensor histidine kinase	- none -	 	 
fig|6666666.353979.peg.2913	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	478080	480278	3	+	2199	Ornithine decarboxylase (EC 4.1.1.17)	Arginine and Ornithine Degradation; <br>Polyamine Metabolism	 	 
fig|6666666.353979.peg.2914	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	480275	481588	2	+	1314	Putrescine/proton symporter, putrescine/ornithine antiporter PotE	Polyamine Metabolism	 	 
fig|6666666.353979.peg.2915	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	483262	481622	-1	-	1641	Phosphoglucomutase (EC 5.4.2.2)	SeqA and Co-occurring Genes	 	 
fig|6666666.353979.peg.2916	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	483835	483287	-1	-	549	SeqA protein, negative modulator of initiation of replication	SeqA and Co-occurring Genes	 	 
fig|6666666.353979.peg.2917	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	484019	484792	2	+	774	Esterase ybfF (EC 3.1.-.-)	SeqA and Co-occurring Genes	 	 
fig|6666666.353979.peg.2918	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	484921	485208	1	+	288	Uncharacterized protein ybfE	SeqA and Co-occurring Genes	 	 
fig|6666666.353979.peg.2919	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	485364	485894	3	+	531	Flavodoxin 1	Flavodoxin	 	 
fig|6666666.353979.peg.2920	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	486182	486628	2	+	447	Ferric uptake regulation protein FUR	Bacterial RNA-metabolizing Zn-dependent hydrolases; <br>Oxidative stress; <br>Transport of Iron	 	 
fig|6666666.353979.peg.2921	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	487068	486736	-3	-	333	Hypothetical lipoprotein ybfN precursor	- none -	 	 
fig|6666666.353979.peg.2922	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	488478	487081	-3	-	1398	N-acetylglucosamine-regulated outer membrane porin	Chitin and N-acetylglucosamine utilization	 	 
fig|6666666.353979.peg.2923	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	490594	488927	-1	-	1668	Glutaminyl-tRNA synthetase (EC 6.1.1.18)	tRNA aminoacylation, Glu and Gln	 	 
fig|6666666.353979.peg.2924	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	492743	490764	-2	-	1980	PTS system, N-acetylglucosamine-specific IIA component / PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69) / PTS system, N-acetylglucosamine-specific IIC component	Chitin and N-acetylglucosamine utilization; <br>Sialic Acid Metabolism	 	 
fig|6666666.353979.peg.2925	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	493112	493912	2	+	801	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	Chitin and N-acetylglucosamine utilization; <br>Sialic Acid Metabolism	 	 
fig|6666666.353979.peg.2926	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	493968	495116	3	+	1149	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Chitin and N-acetylglucosamine utilization; <br>Sialic Acid Metabolism	 	 
fig|6666666.353979.peg.2927	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	495125	496345	2	+	1221	N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family	Chitin and N-acetylglucosamine utilization	 	 
fig|6666666.353979.peg.2928	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	496391	497143	2	+	753	Phosphatase NagD predicted to act in N-acetylglucosamine utilization subsystem	Chitin and N-acetylglucosamine utilization	 	 
fig|6666666.353979.peg.2929	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	497393	499057	2	+	1665	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	Glutamate and Aspartate uptake in Bacteria; <br>Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|6666666.353979.peg.2930	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	501262	500087	-1	-	1176	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	CBSS-87626.3.peg.3639; <br>Ubiquinone Biosynthesis; <br>Ubiquinone Biosynthesis - gjo	 	 
fig|6666666.353979.peg.2931	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	501398	502822	2	+	1425	tRNA-i(6)A37 methylthiotransferase	Methylthiotransferases; <br>tRNA-methylthiotransferase containing cluster; <br>tRNA modification Bacteria; <br>tRNA processing	 	 
fig|6666666.353979.peg.2932	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	502977	504023	3	+	1047	Phosphate starvation-inducible protein PhoH, predicted ATPase	CBSS-56780.10.peg.1536; <br>CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster; <br>Phosphate metabolism; <br>Phosphate metabolism; <br>tRNA-methylthiotransferase containing cluster; <br>tRNA-methylthiotransferase containing cluster	 	 
fig|6666666.353979.peg.2933	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	504020	504487	2	+	468	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	CBSS-56780.10.peg.1536; <br>Glycyl-tRNA synthetase containing cluster; <br>tRNA-methylthiotransferase containing cluster	 	 
fig|6666666.353979.peg.2934	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	504532	505455	1	+	924	Magnesium and cobalt efflux protein CorC	CBSS-56780.10.peg.1536; <br>Copper homeostasis: copper tolerance; <br>Glycyl-tRNA synthetase containing cluster; <br>Magnesium transport; <br>tRNA-methylthiotransferase containing cluster	 	 
fig|6666666.353979.peg.2935	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	505461	506999	3	+	1539	Apolipoprotein N-acyltransferase (EC 2.3.1.-) / Copper homeostasis protein CutE	Copper homeostasis: copper tolerance; <br>Lipoprotein Biosynthesis; <br>tRNA-methylthiotransferase containing cluster; <br>tRNA-methylthiotransferase containing cluster	 	 
fig|6666666.353979.peg.2936	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	507339	508289	3	+	951	Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|6666666.353979.peg.2937	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	508445	509185	2	+	741	Glutamate Aspartate transport system permease protein GltJ (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|6666666.353979.peg.2938	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	509185	509859	1	+	675	Glutamate Aspartate transport system permease protein GltK (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|6666666.353979.peg.2939	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	509859	510584	3	+	726	Glutamate Aspartate transport ATP-binding protein GltL (TC 3.A.1.3.4)	Glutamate and Aspartate uptake in Bacteria	 	 
fig|6666666.353979.peg.2940	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	510705	511646	3	+	942	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	Purine conversions; <br>Queuosine-Archaeosine Biosynthesis	 	 
fig|6666666.353979.peg.2941	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	512211	511726	-3	-	486	FIG002095: hypothetical protein	A hypothetical protein that co-occurs with Leucyl-tRNA synthetase	 	 
fig|6666666.353979.peg.2942	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	512423	515005	2	+	2583	Leucyl-tRNA synthetase (EC 6.1.1.4)	A hypothetical protein that co-occurs with Leucyl-tRNA synthetase; <br>CBSS-208964.1.peg.3988; <br>tRNA aminoacylation, Leu	 	 
fig|6666666.353979.peg.2943	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	515020	515589	1	+	570	LPS-assembly lipoprotein RlpB precursor (Rare lipoprotein B)	CBSS-208964.1.peg.3988; <br>Lipopolysaccharide assembly	 	 
fig|6666666.353979.peg.2944	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	515589	516620	3	+	1032	DNA polymerase III delta subunit (EC 2.7.7.7)	CBSS-208964.1.peg.3988	 	 
fig|6666666.353979.peg.2945	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	516622	517278	1	+	657	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	NAD and NADP cofactor biosynthesis global	 	 
fig|6666666.353979.peg.2946	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	517548	517865	3	+	318	Ribosomal silencing factor RsfA (former Iojap)	- none -	 	 
fig|6666666.353979.peg.2947	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	517869	518336	3	+	468	LSU m3Psi1915 methyltransferase RlmH	RNA methylation; <br>Ribosome biogenesis bacterial; <br>tRNA modification Bacteria	 	 
fig|6666666.353979.peg.2948	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	518366	520267	2	+	1902	Penicillin-binding protein 2 (PBP-2)	16S rRNA modification within P site of ribosome; <br>Bacterial cell division cluster; <br>CBSS-83331.1.peg.3039; <br>Peptidoglycan Biosynthesis	 	 
fig|6666666.353979.peg.2949	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	520270	521382	1	+	1113	Rod shape-determining protein RodA	Bacterial Cytoskeleton; <br>Bacterial cell division cluster; <br>Peptidoglycan Biosynthesis	 	 
fig|6666666.353979.peg.2950	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	521399	522511	2	+	1113	Rare lipoprotein A precursor	Peptidoglycan Biosynthesis	 	 
fig|6666666.353979.peg.2951	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	522651	523862	3	+	1212	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	Metallocarboxypeptidases (EC 3.4.17.-); <br>Murein Hydrolases; <br>Peptidoglycan Biosynthesis	 	 
fig|6666666.353979.peg.2952	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	523968	524231	3	+	264	Proposed lipoate regulatory protein YbeD	Lipoic acid metabolism; <br>Lipoic acid synthesis cluster	 	 
fig|6666666.353979.peg.2953	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	524326	524967	1	+	642	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase	Lipoic acid metabolism; <br>Lipoic acid synthesis cluster	 	 
fig|6666666.353979.peg.2954	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	525259	526212	1	+	954	LysR-family transcriptional regulator YbeF	LysR-family proteins in Salmonella enterica Typhimurium	 	 
fig|6666666.353979.peg.2955	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	526420	527385	1	+	966	Lipoate synthase	Lipoic acid metabolism; <br>Lipoic acid synthesis cluster	 	 
fig|6666666.353979.peg.2956	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	527670	527467	-3	-	204	Twin-arginine translocation protein TatE	Twin-arginine translocation system	 	 
fig|6666666.353979.peg.2957	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	528584	527796	-2	-	789	Aliphatic amidase AmiE (EC 3.5.1.4)	- none -	 	 
fig|6666666.353979.peg.2958	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	528754	529035	1	+	282	CrcB protein	- none -	 	 
fig|6666666.353979.peg.2959	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	529464	529255	-3	-	210	Cold shock protein CspE	Cold shock, CspA family of proteins	 	 
fig|6666666.353979.peg.2960	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	530230	529655	-1	-	576	Lipid A acylation protein PagP, palmitoyltransferase	Lipid A modifications	 	 
fig|6666666.353979.peg.2961	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	530663	532030	2	+	1368	C4-dicarboxylate transporter DcuC (TC 2.A.61.1.1)	Citrate Metabolism, Transport, and Regulation	 	 
fig|6666666.353979.peg.2962	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	532125	532934	3	+	810	Ribonuclease I precursor (EC 3.1.27.6)	RNA processing and degradation, bacterial	 	 
fig|6666666.353979.peg.2963	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	533107	533433	1	+	327	PTS system nitrogen-specific IIA component, PtsN	- none -	 	 
fig|6666666.353979.peg.2964	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	533457	534707	3	+	1251	PTS system, fructose-specific IIBC component (EC 2.7.1.69)	- none -	 	 
fig|6666666.353979.peg.2965	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	534721	535806	1	+	1086	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	Protein degradation	 	 
fig|6666666.353979.peg.2966	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	535806	536846	3	+	1041	Nondeblocking aminopeptidase YpdE (X-X-[^PR]- specific)	Protein degradation	 	 
fig|6666666.353979.peg.2967	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	536869	539364	1	+	2496	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	Fructose utilization; <br>Mannitol Utilization	 	 
fig|6666666.353979.peg.2968	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	540213	539368	-3	-	846	Putative HTH-type transcriptional regulator ypdC	- none -	 	 
fig|6666666.353979.peg.2969	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	540835	540215	-1	-	621	Nitrilotriacetate monooxygenase component B (EC 1.14.13.-)	Aromatic Amin Catabolism	 	 
fig|6666666.353979.peg.2970	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	541082	541492	2	+	411	Regulator of nucleoside diphosphate kinase	Transcription factors bacterial	 	 
fig|6666666.353979.peg.2971	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	541801	541601	-1	-	201	hypothetical protein	- none -	 	 
fig|6666666.353979.peg.2972	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	541848	542276	3	+	429	Universal stress protein G	Universal stress protein family	 	 
fig|6666666.353979.peg.2973	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	543902	542337	-2	-	1566	Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)	Thioredoxin-disulfide reductase	 	 
fig|6666666.353979.peg.2974	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	544586	544023	-2	-	564	Alkyl hydroperoxide reductase protein C (EC 1.6.4.-)	Thioredoxin-disulfide reductase	 	 
fig|6666666.353979.peg.2975	PZPP01000001.1	CDS	enterobacter_cloacae_contig-15_3433952	545210	546109	2	+	900	Putative LysR-family transcriptional regulator YbdO	- none -	 	 
